0,1,2,3,4,5,6,7,8,9,10,11,12
1508.99,1510.27,1508.69,1510.2,50412100,0.048,29.7677,1509.4091,0.0012,34.8592,1507.586,-0.7193,55.9066
1510.03,1511.36,1509.4,1510.18,60413200,0.0521,32.3002,1509.5277,0.0012,49.1255,1508.108,-0.6045,55.7642
1510.38,1511.74,1510.38,1511.74,43344600,0.1587,31.6445,1509.868,0.0008,65.635,1509.29,-0.3833,64.2793
1512.46,1514.6,1511.19,1511.9,87281500,0.1817,40.6455,1510.1806,0.0008,68.2578,1510.528,-0.1928,65.106
1511.88,1512,1510.15,1510.49,52003600,0.0861,36.6875,1510.2282,0.0008,65.394,1510.902,-0.1538,52.3049
1510.51,1511.47,1508.17,1508.53,54117800,-0.0354,30.562,1509.967,0.0009,57.0733,1510.568,-0.2779,39.3869
1508.78,1510.32,1508.3,1510.3,51399900,0.0782,27.3381,1510.0182,0.0011,57.3161,1510.592,-0.2308,52.1843
1510.22,1512.5,1510.11,1511.91,59370300,0.1653,35.3788,1510.3092,0.0011,60.8312,1510.626,-0.0627,61.1399
1511.88,1514.93,1511.6,1514.92,72597200,0.324,41.7063,1511.0186,0.0014,73.8382,1511.23,0.3097,72.6374
1514.92,1515.76,1514.83,1515.64,73652500,0.3174,44.1522,1511.7296,0.0012,82.0318,1512.26,0.6554,74.7793
1515.75,1516.24,1513.38,1513.46,71260900,0.1303,37.3363,1511.9958,0.0013,76.5383,1513.246,0.7449,58.2206
1512.64,1514.05,1511.73,1512.33,59902100,0.0351,32.6226,1512.0472,0.0014,68.2085,1513.652,0.7164,51.1723
1512.31,1513.15,1511.39,1512.1,63055200,0.0094,29.3762,1512.0553,0.0013,61.7053,1513.69,0.6675,49.7026
1511.96,1514.01,1511.65,1513.74,62176700,0.0982,30.3188,1512.3145,0.001,64.1439,1513.454,0.7525,59.6246
1513.92,1514.42,1511.49,1511.49,66481000,-0.0492,27.6991,1512.1877,0.0011,56.1547,1512.624,0.631,45.0076
1510.75,1511.32,1509.34,1510.48,90348900,-0.1082,24.386,1511.9249,0.001,42.9437,1512.028,0.448,39.7575
1510.36,1510.36,1508.84,1509.88,78850900,-0.1445,22.0633,1511.6103,0.0009,33.3138,1511.538,0.2517,36.7052
1509.97,1510.35,1509.27,1509.75,76468000,-0.1598,20.5743,1511.3241,0.0009,26.3083,1511.068,0.0846,35.9869
1509.68,1511.12,1508.55,1508.55,76604600,-0.2295,22.0418,1510.8973,0.0005,17.5389,1510.03,-0.1429,29.5755
1508.65,1508.65,1507.5,1507.81,86838600,-0.256,20.3955,1510.4224,0.0003,13.1858,1509.294,-0.3786,26.1306
1507.99,1508.46,1507.66,1508,83154600,-0.2053,19.2419,1510.0497,0.0004,11.199,1508.798,-0.5438,28.6898
1508.01,1509.44,1507.94,1508.22,96675200,-0.1499,24.267,1509.7682,0.0004,10.9342,1508.466,-0.6495,31.9649
1508.44,1508.51,1505.26,1505.39,135161300,-0.2929,19.0694,1509.0946,0.0008,7.7626,1507.594,-0.9506,18.7044
1505.3,1505.4,1504.62,1504.65,140417100,-0.2996,18.0017,1508.4108,0.0008,5.3243,1506.814,-1.2348,16.55
1504.52,1504.66,1501.15,1501.44,165034300,-0.4537,13.9469,1507.3384,0.0011,4.5191,1505.54,-1.6994,10.3467
1501.41,1502.49,1500.79,1500.85,206303800,-0.4219,12.3876,1506.3402,0.001,3.2063,1504.11,-2.0911,9.5566
1500.69,1501.12,1500.07,1500.25,137889300,-0.3998,11.4734,1505.4032,0.0009,2.6806,1502.516,-2.422,8.742
1512.27,1516.96,1512.27,1515.67,497955400,0.595,59.4153,1506.9827,0.005,32.5745,1504.572,-1.4236,74.8519
1516.09,1516.11,1511.56,1514.58,243815100,0.4965,50.3188,1508.1515,0.005,50.3526,1506.558,-0.7121,70.5185
1514.83,1516.07,1511.34,1514.59,195299000,0.4703,42.5117,1509.1421,0.0047,62.2244,1509.188,-0.1458,70.5373
1515.22,1516.71,1514.94,1516.63,155308000,0.5607,41.5964,1510.2941,0.0046,74.165,1512.344,0.4624,74.5115
1516.75,1517.02,1514.76,1516.14,148876400,0.482,39.2624,1511.1934,0.0046,81.0461,1515.522,0.8945,71.7229
1515.94,1522.36,1515.94,1520.37,193554000,0.6935,48.7181,1512.6052,0.0014,84.3881,1516.462,1.5602,79.623
1520.28,1520.56,1516.75,1517.06,123290600,0.4253,42.4581,1513.2906,0.0019,81.6663,1516.958,1.8,63.0757
1517.04,1518.22,1515.1,1515.67,117707600,0.2764,37.8612,1513.6566,0.0019,77.773,1517.174,1.8565,57.0963
1515.97,1516.96,1515.58,1516.5,100212400,0.2658,35.8788,1514.0941,0.0019,67.4567,1517.148,1.9458,59.8252
1516.4,1518.12,1516.02,1517.22,99550500,0.2263,37.5088,1514.575,0.0019,62.757,1517.364,2.051,62.3201
1517.4,1519.33,1517.1,1519.13,94386200,0.2516,39.0753,1515.2758,0.0014,65.4012,1517.116,2.2625,68.5394
1519.15,1520.77,1517.61,1517.87,91355300,0.0715,39.9366,1515.6749,0.0009,57.2411,1517.278,2.3018,60.6188
1517.58,1517.92,1513.89,1514.07,87085300,-0.1703,33.4152,1515.428,0.0015,38.8691,1516.958,2.0033,42.7426
1514.17,1514.6,1513.48,1513.48,77380400,-0.2031,31.7525,1515.1283,0.0014,25.9128,1516.354,1.6995,40.5165
1513.58,1514.82,1513.53,1513.63,80011500,-0.188,30.7669,1514.8978,0.0014,17.961,1515.636,1.4541,41.4469
